"role","perf","area","sex","id","age","salary","vol_leave"
"Manager",3,"Sales","Female",936,46.7496196057004,101776.751455605,1
"Manager",1,"Sales","Male",694,48.8936355851143,90435.5922312905,1
"Manager",2,"Marketing","Female",126,41.8228155937676,87361.7756372469,0
"Manager",2,"Other","Female",648,41.3879353731095,104085.992852786,0
"Manager",2,"Other","Male",350,49.1592296366734,90225.7656031018,0
"Manager",2,"Sales","Male",640,36.8324676767172,79172.1941678209,1
"Manager",3,"Sales","Female",939,42.507274134871,88039.3828943428,1
"Manager",3,"Sales","Female",577,42.6988787602558,100068.689068226,0
"Manager",2,"Finance","Female",725,43.5537797651223,92619.3480371434,1
"Manager",2,"Other","Female",413,45.6511793352166,96528.7820837785,0
"Manager",2,"Sales","Male",767,34.5712887116369,108134.825468868,0
"Manager",2,"Sales","Female",215,33.8955346601734,107185.657970359,1
"Manager",2,"Other","Female",173,40.9883415544259,89120.9529824995,0
"Manager",3,"Finance","Female",363,42.2441894176153,116190.285354493,0
"Manager",1,"Accounting","Female",1063,46.869986117462,112729.069209795,0
"Manager",2,"Sales","Female",946,41.5250884457318,108357.051963094,1
"Manager",2,"Finance","Male",757,40.9921804193929,103576.617834178,0
"Manager",1,"Sales","Male",220,41.7782720273271,84487.6548712368,1
"Manager",3,"Other","Male",682,38.804309973403,92531.8504988708,1
"Manager",3,"Sales","Female",589,47.8354242732826,98768.0268545382,1
"Manager",1,"Marketing","Female",443,46.0661286844623,96114.0417414177,1
"Manager",2,"Finance","Female",618,44.4553017281721,99380.5817280533,0
"Manager",2,"Sales","Female",631,45.2332315616006,99968.5272168639,0
"Manager",3,"Finance","Female",863,46.9520277390065,84623.1398229933,1
"Manager",3,"Other","Female",515,52.5106023608223,79639.0353688593,1
"Manager",2,"Accounting","Female",168,47.3905584942551,119393.642618404,0
"Manager",1,"Sales","Female",735,45.9579220541962,110936.898837343,0
"Manager",1,"Marketing","Male",182,44.0667577332245,107889.594937413,0
"Manager",2,"Marketing","Male",1066,45.8992346561825,108126.005507552,0
"Manager",2,"Marketing","Female",356,39.9642287899719,98517.4966186974,0
"Manager",2,"Sales","Male",1030,35.7840087096689,86280.9368109193,1
"Manager",2,"Accounting","Male",1087,48.6631954823645,110785.223134864,0
"Manager",2,"Sales","Female",967,52.4306135858195,105821.979484776,0
"Manager",2,"Marketing","Male",463,39.3289026467855,109078.856777942,0
"Manager",1,"Sales","Male",969,45.3223865380991,92446.3541190826,0
"Manager",2,"Sales","Female",241,50.244232983891,107973.639749482,0
"Manager",2,"Other","Female",927,42.148084589045,107754.470532826,0
"Manager",1,"Finance","Male",880,42.9829622454219,95762.6795537197,0
"Manager",3,"Sales","Male",328,48.827766580703,90371.5468867125,0
"Manager",3,"Accounting","Male",857,55.7323178707531,103826.678169651,0
"Manager",1,"Accounting","Female",846,33.7999540325956,94170.2755500487,0
"Manager",3,"Sales","Female",248,36.918509925598,105122.802706738,0
"Manager",3,"Other","Female",937,36.0705628576554,97817.4137395654,1
"Manager",3,"Other","Female",813,45.572872621425,98978.8105580609,1
"Manager",3,"Other","Female",1058,46.6476637573718,89649.203637708,1
"Manager",1,"Marketing","Female",751,30.1281592867443,98546.571458588,1
"Manager",3,"Marketing","Male",636,37.302303808629,90636.1487193299,0
"Manager",2,"Finance","Female",887,43.0388639329254,103693.512289519,0
"Manager",2,"Sales","Female",252,45.8565804554853,68780.5882771158,1
"Manager",2,"Sales","Female",166,38.0681156513911,102892.552195177,1
"Manager",2,"Other","Male",398,42.657373498263,92676.5462406015,1
"Manager",2,"Other","Male",643,45.5092743377802,106100.282492304,0
"Manager",2,"Finance","Male",1077,47.5456764246866,95869.7154014828,1
"Manager",2,"Marketing","Male",120,49.401606286631,97902.487477572,0
"Manager",2,"Marketing","Female",299,46.813485958962,103546.820000905,0
"Manager",2,"Sales","Male",693,43.382739685188,113904.003209527,1
"Manager",2,"Other","Male",160,42.6052868349626,95927.4006473882,0
"Manager",3,"Accounting","Female",237,38.2174144461534,107966.427209113,0
"Manager",2,"Other","Female",950,38.1569507186064,90210.5319799281,1
"Manager",2,"Marketing","Male",125,40.2114977220335,101905.244884104,0
"Manager",2,"Marketing","Female",304,40.1033239960035,119377.354467313,0
"Manager",2,"Accounting","Male",127,36.5289817923102,108542.399438365,0
"Manager",3,"Accounting","Female",324,39.2716855458969,119547.63514701,0
"Manager",2,"Marketing","Female",307,43.829259581959,86461.6348832503,1
"Manager",2,"Sales","Male",822,37.7335547451251,109765.089897982,1
"Manager",2,"Marketing","Female",674,48.6228667071442,112581.688107272,0
"Manager",3,"Accounting","Female",572,51.6449367671659,72573.1050659978,1
"Manager",3,"Sales","Male",459,54.2135221290754,107601.033788884,0
"Manager",2,"Other","Female",1081,43.0647548797403,97723.7985288271,1
"Manager",2,"Sales","Female",638,45.1864569485606,98982.5890182366,0
"Manager",3,"Sales","Male",742,43.0210646905459,104132.529779108,1
"Manager",2,"Finance","Female",789,40.1431633196927,86007.5350824443,0
"Manager",3,"Finance","Female",154,38.4743145335957,80328.9411682884,0
"Manager",2,"Finance","Male",855,39.1678096387699,123698.834312514,0
"Manager",2,"Sales","Female",642,39.3821170112576,95452.1651317242,1
"Manager",2,"Sales","Male",590,41.8128472101005,112134.170199711,1
"Manager",2,"Other","Female",843,47.776186340604,125334.545264318,0
"Manager",2,"Finance","Male",979,30.6602478742797,115875.422790936,0
"Manager",2,"Other","Male",788,43.2017799826778,85093.9580258134,1
"Manager",2,"Accounting","Female",951,57.2124443463719,87062.9624859339,1
"Manager",3,"Marketing","Male",583,48.6991305835244,84049.1877691536,0
"Manager",2,"Finance","Female",677,34.6296308915759,94336.6420776893,0
"Manager",2,"Sales","Female",651,39.8228215449851,86757.0596550334,1
"Manager",3,"Sales","Male",473,40.7196695601242,111707.470953321,1
"Manager",3,"Sales","Female",1017,39.433045125107,105528.213952719,0
"Manager",3,"Other","Female",209,45.589851586106,103743.764376109,0
"Manager",2,"Sales","Female",657,47.4374373658453,76889.8820463675,1
"Manager",2,"Accounting","Male",781,39.2218866665482,93609.3674902331,1
"Manager",2,"Finance","Female",685,53.1101518679986,94506.8141960446,1
"Manager",2,"Finance","Female",929,39.3509607913185,104421.804814507,0
"Manager",2,"Sales","Female",539,38.5249715694357,102264.777234368,0
"Manager",3,"Sales","Female",174,38.9937365881876,94759.6039532162,1
"Manager",2,"Other","Female",581,41.4425902448127,99565.4820172398,0
"Manager",3,"Marketing","Male",890,49.1851310003097,104018.588973174,1
"Manager",3,"Other","Female",254,43.4646352034562,102692.96283177,0
"Manager",1,"Other","Female",170,46.241587812699,92348.267749318,1
"Manager",2,"Marketing","Male",162,41.3473435733675,99698.3419655278,0
"Manager",2,"Sales","Male",487,41.1016656827426,108228.642463238,0
"Manager",2,"Accounting","Female",240,40.2782850777224,94941.125066661,1
"Manager",3,"Marketing","Female",708,40.5647383455876,104151.186748653,1
"Manager",2,"Marketing","Female",223,33.3977264641554,117102.094690385,1
"Manager",1,"Sales","Male",669,41.628151605523,95338.9094712466,0
"Manager",1,"Accounting","Male",124,51.0678620134615,103222.40247164,0
"Manager",2,"Other","Female",383,42.0377935538321,96542.3710863069,0
"Manager",2,"Marketing","Male",899,39.9003060128812,103892.809865475,0
"Manager",2,"Sales","Female",1033,44.0702586605592,79294.8101675265,1
"Manager",2,"Finance","Male",399,43.812039427469,91429.4967059271,0
"Manager",2,"Finance","Male",1012,39.37825416827,114657.322545785,0
"Manager",2,"Sales","Female",556,51.8128916865972,103003.354642452,0
"Manager",2,"Accounting","Male",799,45.4065049735122,96402.1290510015,1
"Manager",3,"Marketing","Female",230,50.470882015892,96366.87368087,1
"Manager",2,"Marketing","Male",542,46.2387731887959,101770.459330425,0
"Manager",2,"Other","Female",271,48.3188721335342,97220.7105883349,0
"Manager",1,"Marketing","Male",355,45.981747669482,89194.585098502,0
"Manager",3,"Other","Male",704,42.5535544381957,85013.3752076089,1
"Manager",3,"Sales","Male",994,45.3064446098043,107807.650214617,1
"Manager",2,"Sales","Female",807,43.4960444453462,99299.8026297354,0
"Manager",2,"Sales","Female",566,33.2293278761608,89254.6484100902,1
"Manager",2,"Other","Female",1009,44.7651460567854,95530.3238091633,1
"Manager",2,"Sales","Male",984,35.93386133504,96807.430185682,1
"Manager",2,"Sales","Male",882,41.4295614415915,98935.1395678905,0
"Manager",3,"Sales","Female",327,42.9092456886945,103248.310928097,1
"Manager",2,"Marketing","Male",188,44.5914301906324,112481.960029725,0
"Manager",1,"Sales","Female",141,44.5128516234104,100848.162276804,1
"Manager",2,"Sales","Female",447,44.072118072051,117270.62145944,0
"Manager",2,"Marketing","Male",921,47.3308167369832,103148.643499305,1
"Manager",2,"Sales","Male",156,49.4193335804629,112919.182653225,0
"Manager",2,"Sales","Male",155,35.3732452368156,92061.3082944197,1
"Manager",2,"Sales","Female",334,39.8688095194519,97587.8658809018,0
"Manager",2,"Sales","Male",522,44.6959279336133,75109.0810610619,1
"Manager",2,"Finance","Male",343,48.279575354504,109193.581801872,0
"Manager",3,"Finance","Male",990,47.9374398724829,97957.2993456204,0
"Manager",3,"Sales","Female",337,45.2594891452219,111772.004234337,1
"Manager",3,"Sales","Female",338,41.5704179458168,111874.898279156,1
"Manager",3,"Finance","Female",736,42.905008241452,88767.4559874323,1
"Manager",2,"Marketing","Female",379,46.3113411719503,93795.3471103579,1
"Manager",2,"Accounting","Male",842,39.1355196461303,88976.6590762385,0
"Manager",3,"Marketing","Male",1051,45.1327607114122,82876.4853456186,0
"Manager",2,"Sales","Female",344,42.9497038595696,95220.6662323149,1
"Manager",3,"Sales","Male",395,45.6324064187376,96060.6303656547,0
"Manager",2,"Sales","Female",348,43.023815885904,106510.545948524,1
"Manager",3,"Marketing","Male",934,47.5590730452992,80347.5142190601,0
"Manager",2,"Sales","Male",171,43.4351716494065,106861.47418472,0
"Manager",2,"Sales","Female",995,42.7201010709923,86451.8248801551,1
"Manager",2,"Sales","Male",534,34.1295967137626,112215.078948918,0
"Manager",3,"Accounting","Female",586,38.331813896331,107087.929172524,1
"Manager",3,"Accounting","Male",958,41.24670998109,101418.95329459,0
"Manager",1,"Sales","Female",774,44.1353862397277,134839.952564666,1
"Manager",2,"Other","Female",675,44.7148412311669,100484.308463976,0
"Manager",2,"Sales","Female",234,47.9157454791349,98777.7635595643,1
"Manager",3,"Sales","Male",541,42.6869456649842,85443.5844607463,1
"Manager",3,"Finance","Male",134,35.4224651899409,89868.8620245748,1
"Manager",3,"Finance","Male",940,41.7333858025904,87121.7945611892,1
"Manager",3,"Sales","Female",118,50.5468923540709,104198.414894384,1
"Manager",3,"Other","Female",1042,45.367845069747,87714.0289583729,1
"Manager",2,"Sales","Female",116,49.6239632819571,97425.5379699031,0
"Manager",3,"Accounting","Female",678,43.5135206865746,99221.0634610817,1
"Manager",2,"Accounting","Female",543,38.5254610785817,113408.404770099,0
"Manager",2,"Marketing","Male",224,52.2232397610316,90526.7934889635,0
"Manager",2,"Other","Female",277,45.9864334676699,92275.818493496,0
"Manager",2,"Accounting","Female",289,42.6054581198705,102075.558488327,0
"Manager",2,"Sales","Female",729,48.4392916835759,100612.910618423,1
"Manager",2,"Other","Female",605,37.4285386902628,85322.2935231173,1
"Manager",2,"Accounting","Female",548,41.0624501370332,94076.4296211883,0
"Manager",3,"Accounting","Female",310,49.9625734086117,88061.6977976055,0
"Manager",2,"Accounting","Female",309,40.4532866899812,98670.8764916347,1
"Manager",1,"Sales","Female",549,39.9232362448067,93890.0345035481,1
"Manager",3,"Other","Female",692,47.3869843680345,108336.936261508,1
"Manager",3,"Sales","Female",980,44.1652330643357,110937.02414281,0
"Manager",2,"Sales","Male",393,40.8731801967842,86958.5162207761,1
"Manager",3,"Accounting","Female",313,45.4829578606055,110100.734863892,0
"Manager",2,"Sales","Female",377,47.2277404104624,106149.97063037,1
"Manager",3,"Sales","Female",378,51.4978431205048,133532.138806329,1
"Manager",1,"Sales","Female",436,47.4777233762885,106491.022293575,1
"Manager",3,"Accounting","Female",194,40.3767146673174,97943.5521693077,1
"Manager",2,"Other","Female",336,34.3758110967574,93375.3188716095,1
"Manager",3,"Other","Male",766,35.6753548159347,112077.101637538,0
"Manager",2,"Sales","Female",382,52.0055077992195,84745.1362484677,0
"Manager",3,"Accounting","Male",521,51.622643630391,98604.1449835107,0
"Manager",3,"Accounting","Female",323,32.6686322684537,118748.928442633,1
"Manager",3,"Accounting","Male",512,49.0533095188526,78177.9622616873,0
"Manager",3,"Sales","Female",632,43.3444726457653,105213.40926767,1
"Manager",2,"Sales","Female",1073,41.1273785611422,102476.629459319,1
"Manager",1,"Sales","Male",388,46.9335987771977,110036.153241357,1
"Manager",3,"Finance","Female",1025,38.4457122613589,88856.325466201,1
"Manager",2,"Sales","Female",754,35.7288175509573,103574.455579329,1
"Manager",2,"Other","Female",713,54.3955254423664,107679.253054289,0
"Manager",2,"Finance","Male",858,39.6228027449839,93807.8614799626,0
"Manager",2,"Finance","Male",603,39.1824627141292,87685.208199738,0
"Manager",2,"Accounting","Female",697,44.1544805500149,93560.6219671564,1
"Manager",1,"Finance","Female",472,41.5513872098525,95275.495477558,0
"Manager",2,"Marketing","Male",622,42.0992042687979,122590.764758452,0
"Manager",2,"Accounting","Male",523,40.8084016720912,85681.0935762426,0
"Manager",2,"Finance","Female",790,44.2974000470459,109035.211326991,0
"Manager",2,"Other","Male",178,36.2129188325718,85974.2094152171,0
"Manager",2,"Accounting","Male",520,38.8165943901489,97530.4805938971,1
"Manager",2,"Marketing","Male",872,42.5042763223017,97414.8117503572,0
"Manager",2,"Sales","Female",401,34.5143782512216,91799.520597393,1
"Manager",3,"Finance","Male",616,40.8473199683062,83154.2331786507,1
"Manager",2,"Sales","Male",386,39.9004382259212,99483.9852591414,0
"Manager",2,"Marketing","Male",504,36.2326909649014,89058.2573855666,0
"Manager",2,"Accounting","Female",465,47.2454805397085,83537.157913578,1
"Manager",2,"Sales","Male",957,49.8143544751366,89684.9933170033,1
"Manager",2,"Sales","Male",435,37.7099875580796,115912.018186626,0
"Manager",3,"Sales","Male",595,48.5284067777625,92169.1063623196,1
"Manager",2,"Sales","Male",716,35.0065051754648,101091.506524556,1
"Manager",3,"Finance","Male",260,43.2474025011106,88842.8355325345,1
"Manager",2,"Sales","Female",1053,42.8632537255552,90927.2087645718,0
"Manager",2,"Finance","Female",804,37.7369848405622,104022.199602162,0
"Manager",3,"Sales","Male",235,35.7816865738016,108708.060392237,0
"Manager",3,"Other","Male",1038,31.879038623979,94188.7931067334,1
"Manager",3,"Marketing","Female",1059,40.4578488320138,93677.2048629508,0
"Manager",3,"Marketing","Female",1064,39.2863030116039,102361.22392952,1
"Manager",2,"Finance","Female",204,39.9247066973938,96635.0940035354,0
"Manager",2,"Accounting","Male",662,48.7602149873629,100132.90553173,0
"Manager",1,"Sales","Female",599,41.2235446383655,107416.163187017,1
"Manager",3,"Accounting","Female",359,39.7518948056091,111495.500356341,0
"Manager",2,"Marketing","Female",461,43.0208799356986,104227.562754939,0
"Manager",2,"Finance","Male",993,42.7133529711727,108125.048252434,0
"Manager",3,"Sales","Female",503,52.887909510617,93982.2610542762,1
"Manager",2,"Other","Male",935,46.0936087375424,111026.67845621,0
"Manager",1,"Finance","Male",696,48.4886626954426,111376.466869008,0
"Manager",2,"Other","Male",817,47.002009071113,97159.7394014795,0
"Manager",2,"Sales","Male",615,46.9231337289012,115508.477617333,0
"Manager",2,"Finance","Female",820,49.3885347119928,105445.474187221,0
"Manager",2,"Accounting","Male",553,43.0323175153728,80613.6793442682,0
"Manager",2,"Finance","Male",896,41.6673757136924,103413.991545294,0
"Manager",2,"Other","Female",508,44.7721654704589,101889.953333896,1
"Manager",2,"Sales","Female",797,36.2518442567291,100122.239843818,1
"Manager",3,"Sales","Female",555,42.2460089427042,95949.9293650023,0
"Manager",1,"Accounting","Female",550,40.613729108559,90595.7541000906,0
"Manager",2,"Accounting","Male",560,48.0669061925943,81231.0061911242,0
